date,day,x_true_mm,k_ratio,insar_mm,accel_proxy_mm,modal_freq_hz,fused_mm,anomaly
2025-01-01,0.0,2.952368057958178e-06,1.0,-0.008680819685201352,-1.2028957630022796,5.3955078125,-0.16295115856062048,False
2025-01-02,1.0,0.14205842242613065,1.0,,0.4479479964440507,5.3955078125,0.10191304572968203,False
2025-01-03,2.0,0.2805718954588083,1.0,,0.6437383083860017,5.3955078125,0.4611220310220906,False
2025-01-04,3.0,0.4133139048528316,1.0,,3.8547621031588126,5.3955078125,2.2142141308242804,False
2025-01-05,4.0,0.5407687918943433,1.0,,3.606469809125957,5.3955078125,3.2639106542686998,False
2025-01-06,5.0,0.6586835165250193,1.0,,1.9298855099710126,5.3955078125,3.170998040637767,False
2025-01-07,6.0,0.769113633803937,1.0,1.3569228677075729,-0.7865824447731906,5.3955078125,1.4714678099416467,False
2025-01-08,7.0,0.871044348055386,1.0,,2.5532039156962223,5.3955078125,1.7685432737471396,False
2025-01-09,8.0,0.955668231406163,1.0,,-0.3232794540535715,5.3955078125,1.6360390697149227,False
2025-01-10,9.0,1.0259890676433843,1.0,,1.9314062184798404,5.3955078125,1.8124582872276997,False
2025-01-11,10.0,1.0841656779374724,1.0,,1.1325370117790305,5.3955078125,1.7698823959835268,False
2025-01-12,11.0,1.1266886659625668,1.0,,-0.4475170125469443,5.3955078125,1.2782645970691409,False
2025-01-13,12.0,1.153046514839504,1.0,,3.668503075246817,5.3955078125,1.9453775179787178,False
2025-01-14,13.0,1.1614324562583827,1.0,,1.3218161702342937,5.3955078125,1.853137841906992,False
2025-01-15,14.0,1.1568727545171036,1.0,,2.261218962968605,5.3955078125,2.0316579389034026,False
2025-01-16,15.0,1.1396147215579244,1.0,,3.4470914795993015,5.3955078125,2.513459348393663,False
2025-01-17,16.0,1.103976886502267,1.0,,0.9707092550370526,5.3955078125,2.1781537259742647,False
2025-01-18,17.0,1.0581967021575907,1.0,,4.722929750385898,5.3955078125,2.9757883338055673,False
2025-01-19,18.0,0.9981352730488493,1.0,,4.408704407018061,5.3955078125,3.5278313020150662,False
2025-01-20,19.0,0.9303894308680997,1.0,,2.9599484782225067,5.3955078125,3.538884542287149,False
2025-01-21,20.0,0.8540081312092216,1.0,,4.347554066316249,5.3955078125,3.923188428946462,False
2025-01-22,21.0,0.7761571504883148,1.0,,5.5213824728993295,5.3955078125,4.555298560914539,False
2025-01-23,22.0,0.6925911052739429,1.0,,4.985479553902636,5.3955078125,4.891812159250802,False
2025-01-24,23.0,0.6116317817445146,1.0,,7.1378107991620725,5.3955078125,5.759813114014453,False
2025-01-25,24.0,0.5314838106935055,1.0,,1.905790673619947,5.3955078125,4.917062677463736,False
2025-01-26,25.0,0.4537484144200659,1.0,,4.76435651697689,5.3955078125,5.01501108286767,False
2025-01-27,26.0,0.3757470555459189,1.0,,6.592360530917039,5.3955078125,5.605165019766147,False
2025-01-28,27.0,0.3098032409906212,1.0,,5.310168579942939,5.3955078125,5.694656458595767,False
2025-01-29,28.0,0.2541883441884391,1.0,,6.511318360180199,5.3955078125,6.090628805041493,False
2025-01-30,29.0,0.20977837923666734,1.0,,6.289976642373468,5.3955078125,6.325696107747789,False
2025-01-31,30.0,0.1736943332572813,1.0,-0.9769638125726288,1.7447748958820908,5.3955078125,0.4192077121155737,True
2025-02-01,31.0,0.1536209647689207,1.0,,3.3138083728382215,5.3955078125,0.07677535519184381,False
2025-02-02,32.0,0.14678302161421752,1.0,,5.633929010956786,5.3955078125,0.3443741824086287,False
2025-02-03,33.0,0.15546087696577454,1.0,,5.4190058702358535,5.3955078125,0.9617636091280055,False
2025-02-04,34.0,0.18411188834124323,1.0,,6.542200664677604,5.3955078125,2.0783124926293866,False
2025-02-05,35.0,0.22384026432595683,1.0,,9.888748421765339,5.3955078125,4.12515318198595,False
2025-02-06,36.0,0.28076320160773116,1.0,-1.1962231164089037,7.252120895158264,5.3955078125,0.33783264564646753,True
2025-02-07,37.0,0.3546957132862399,1.0,,6.863561628550611,5.3955078125,0.7092944511423147,False
2025-02-08,38.0,0.439100251242956,1.0,,5.826602020875225,5.3955078125,1.299595582324566,False
2025-02-09,39.0,0.5375463642260719,1.0,,5.305036760773904,5.3955078125,2.0467440968384434,False
2025-02-10,40.0,0.6480972508025548,1.0,,3.75222536851984,5.3955078125,2.5433879847835494,False
2025-02-11,41.0,0.768545003423434,1.0,,6.189754970367768,5.3955078125,3.627268478143824,False
2025-02-12,42.0,0.8941509663659561,1.0,1.075660280602015,8.935567449771481,5.3955078125,2.0960933883978243,False
2025-02-13,43.0,1.0292131327259013,1.0,,11.217485286833847,5.3955078125,3.0451509413952116,False
2025-02-14,44.0,1.171645712823628,1.0,,6.702768215453312,5.3955078125,3.768210672000351,False
2025-02-15,45.0,1.3092710463641721,1.0,,5.267148099215506,5.3955078125,4.322634109706229,False
2025-02-16,46.0,1.4526720455834756,1.0,,5.682638126414014,5.3955078125,4.9239825697685715,False
2025-02-17,47.0,1.5921298991306956,1.0,,8.670785848299225,5.3955078125,6.189950082827362,False
2025-02-18,48.0,1.7254697999918782,1.0,1.7565399227211862,9.61022417051341,5.3955078125,3.1417313579070285,False
2025-02-19,49.0,1.8588168966290244,1.0,,7.059596253904928,5.3955078125,3.4964016258249364,False
2025-02-20,50.0,1.9809409963006952,1.0,,9.211024943557893,5.3955078125,4.350609871842945,False
2025-02-21,51.0,2.088348475568326,1.0,,8.860013049916205,5.3955078125,5.370406719254624,False
2025-02-22,52.0,2.1872415121794964,1.0,,10.058534751778925,5.3955078125,6.719906410882983,False
2025-02-23,53.0,2.2744307461756046,1.0,,9.449997284044636,5.3955078125,7.8301346991984015,False
2025-02-24,54.0,2.3457876450715522,1.0,,9.322012677404915,5.3955078125,8.71405278503566,False
2025-02-25,55.0,2.404427619086464,1.0,,11.071404564163696,5.3955078125,9.878296243468514,False
2025-02-26,56.0,2.4459344367236158,1.0,,12.329882390880414,5.3955078125,11.13245439009482,False
2025-02-27,57.0,2.4736406855489603,1.0,,10.61253185947475,5.3955078125,11.584249684363138,False
2025-02-28,58.0,2.4877122044951134,1.0,,12.812488568299857,5.3955078125,12.49869779800992,False
2025-03-01,59.0,2.481601117725333,1.0,,9.133921045218914,5.3955078125,12.094857510319814,False
2025-03-02,60.0,2.463161889764389,1.0,2.2910997397970436,14.777346392280672,5.3955078125,4.806504486338708,True
2025-03-03,61.0,2.4296382314385236,1.0,,12.750567634517044,5.3955078125,5.069270517413381,False
2025-03-04,62.0,2.3852617691072857,1.0,,14.01358229023305,5.3955078125,6.001987959939097,False
2025-03-05,63.0,2.326914007707226,1.0,,13.426913729131561,5.3955078125,7.308442409467012,False
2025-03-06,64.0,2.2608727322703537,1.0,,10.769590926145874,5.3955078125,8.230295455582366,False
2025-03-07,65.0,2.1884407263674452,1.0,,11.297643507275714,5.3955078125,9.251662267205694,False
2025-03-08,66.0,2.1133109976541586,1.0,2.1402853322933115,13.490951726218002,5.3955078125,4.18340253684169,True
2025-03-09,67.0,2.035535356813142,1.0,,10.487594941416537,5.3955078125,4.366656221558243,False
2025-03-10,68.0,1.9507485321205782,1.0,,10.34336172607241,5.3955078125,4.92176185433256,False
2025-03-11,69.0,1.868317216783303,1.0,,11.270947943369459,5.3955078125,5.985764382378031,False
2025-03-12,70.0,1.792583022991152,1.0,,8.759619091075322,5.3955078125,6.678880186697834,False
2025-03-13,71.0,1.715840079940955,1.0,,14.911761458529721,5.3955078125,8.92161934644836,False
2025-03-14,72.0,1.6500775206598035,1.0,1.047716595502708,11.810105009602394,5.3955078125,3.2190091689701577,True
2025-03-15,73.0,1.5943455375049758,1.0,,11.592859939952348,5.3955078125,3.606986484845024,False
2025-03-16,74.0,1.552680466932284,1.0,,13.212595952819072,5.3955078125,4.714512714780653,False
2025-03-17,75.0,1.5219233161514805,1.0,,15.616667172097609,5.3955078125,6.750350891223067,False
2025-03-18,76.0,1.5022112433170685,1.0,,11.812058621871975,5.3955078125,8.20203059478515,False
2025-03-19,77.0,1.4968371638038613,1.0,,11.911774192839191,5.3955078125,9.589272400335679,False
2025-03-20,78.0,1.5068557595687968,1.0,,16.20263088071796,5.3955078125,11.924343320012165,False
2025-03-21,79.0,1.5366170848092335,1.0,,13.415287263207839,5.3955078125,13.067922843194943,False
2025-03-22,80.0,1.5772562841525688,1.0,,12.369940476199522,5.3955078125,13.600856939885324,False
2025-03-23,81.0,1.6335284405941366,1.0,,12.143909541089544,5.3955078125,13.854664284292605,False
2025-03-24,82.0,1.7061846303524104,1.0,,12.520075353052386,5.3955078125,14.065676502130298,False
2025-03-25,83.0,1.7916999602795034,1.0,,16.050034529337726,5.3955078125,15.170551888524322,False
2025-03-26,84.0,1.889940675794504,1.0,0.8304945907040293,15.77818178526144,5.3955078125,4.272971725972987,True
2025-03-27,85.0,1.9975526872836253,1.0,,12.42405650979336,5.3955078125,4.196950014894815,False
2025-03-28,86.0,2.1178197121229996,1.0,,11.769350202856787,5.3955078125,4.601524915542251,False
2025-03-29,87.0,2.2453012141137845,1.0,,16.723968613642516,5.3955078125,6.459523466778447,False
2025-03-30,88.0,2.382979350583682,1.0,,13.95206787578617,5.3955078125,8.133951511712995,False
2025-03-31,89.0,2.5237181668757134,1.0,,16.334819530273293,5.3955078125,10.450341215028248,False
2025-04-01,90.0,2.6649987029725404,1.0,2.548340307356315,17.847435731076576,5.3955078125,5.021166443553926,True
2025-04-02,91.0,2.8079412981964347,1.0,,16.801387284697906,5.3955078125,5.850579977108979,False
2025-04-03,92.0,2.946297015157869,1.0,,14.7962862832864,5.3955078125,7.022128815863813,False
2025-04-04,93.0,3.083701548225135,1.0,,17.960857171025307,5.3955078125,9.198217847847113,False
2025-04-05,94.0,3.212234686205448,1.0,,20.378095093037896,5.3955078125,12.156778562219522,False
2025-04-06,95.0,3.333929480218149,1.0,,18.86464285821328,5.3955078125,14.612588301669172,False
2025-04-07,96.0,3.5331171090620557,0.9975,2.8529210253274817,19.452987852634386,5.3955078125,6.203893491472103,True
2025-04-08,97.0,3.72525813226147,0.995,,17.56173788023809,5.3955078125,7.00244758514071,False
2025-04-09,98.0,3.8998912135927957,0.9925,,18.007906761861694,5.37109375,8.468902379543072,True
2025-04-10,99.0,4.05989807777022,0.99,,15.256847028963975,5.37109375,9.91262383819253,True
2025-04-11,100.0,4.2094095559657845,0.9875,,19.577732995716374,5.37109375,12.449308209253726,True
2025-04-12,101.0,4.342290521271709,0.985,,20.417604959001967,5.37109375,15.105750326199399,True
2025-04-13,102.0,4.462278297949822,0.9825,3.3118413722620472,17.741610132036996,5.3466796875,6.514361761603194,True
2025-04-14,103.0,4.571875419381409,0.98,,18.030350995507604,5.3466796875,7.2308941492282015,True
2025-04-15,104.0,4.659071541644963,0.9775,,21.775436545943577,5.3466796875,9.11554397940331,True
2025-04-16,105.0,4.732411959930364,0.975,,19.900700823950512,5.322265625,11.31510567385343,True
2025-04-17,106.0,4.794334019265972,0.9725,,19.519611201620076,5.322265625,13.643613165086522,True
2025-04-18,107.0,4.844746714699148,0.97,,22.973423311480193,5.322265625,16.711715396784466,True
2025-04-19,108.0,4.882802020660046,0.9675,5.23677877063534,20.953089004876738,5.322265625,8.492922107584818,True
2025-04-20,109.0,4.911695726987497,0.965,,23.467433683042508,5.2978515625,9.719790560125668,True
2025-04-21,110.0,4.935517550653202,0.9625,,20.309034285568238,5.2978515625,11.254414008308528,True
2025-04-22,111.0,4.953630645199084,0.96,,20.130321673066625,5.2978515625,13.197340535139771,True
2025-04-23,112.0,4.964829985318548,0.9575,,22.376763313111063,5.2734375,15.783649576699977,True
2025-04-24,113.0,4.977283708823747,0.955,,20.395285291167816,5.2734375,17.719447501376617,True
2025-04-25,114.0,4.991145893952902,0.9525,4.948166854057379,21.013101134016583,5.2734375,8.430794996617717,True
2025-04-26,115.0,5.005675578136649,0.95,,24.632471322147172,5.2734375,9.520982103708404,True
2025-04-27,116.0,5.028728972353651,0.9475,,22.36051897429364,5.2490234375,11.15812097180097,True
2025-04-28,117.0,5.056451873533911,0.945,,21.298816369910046,5.2490234375,13.19172569385923,True
2025-04-29,118.0,5.097759783309862,0.9425,,23.0046367008617,5.2490234375,15.823465432923092,True
2025-04-30,119.0,5.14805299146072,0.94,,20.81306015282825,5.224609375,17.785237610345423,True
2025-05-01,120.0,5.210405902735876,0.9375,5.494975878378845,27.60470289506747,5.224609375,9.274957414703323,True
2025-05-02,121.0,5.284647527091864,0.935,,24.905078770748457,5.224609375,10.372255528503015,True
2025-05-03,122.0,5.374495646608989,0.9325,,22.30812862348574,5.224609375,11.929611975618666,True
2025-05-04,123.0,5.474976774034775,0.9299999999999999,,23.57803975490414,5.2001953125,14.269604011967514,True
2025-05-05,124.0,5.593056291888327,0.9275,,26.515859065413842,5.2001953125,17.516409428469476,True
2025-05-06,125.0,5.730316070429615,0.925,,23.099028716186993,5.2001953125,19.76643195331453,True
2025-05-07,126.0,5.8769625965419925,0.9225,5.184456137543837,23.71233035381475,5.17578125,9.166314857346707,True
2025-05-08,127.0,6.0455893062011405,0.92,,27.231554114626693,5.17578125,10.340374059646384,True
2025-05-09,128.0,6.22201873038319,0.9175,,27.39281091363581,5.17578125,12.518655396850114,True
2025-05-10,129.0,6.417393250902047,0.915,,28.95342019666152,5.17578125,15.779975461638347,True
2025-05-11,130.0,6.620522563802657,0.9125,,26.383385612268516,5.1513671875,18.81637115565324,True
2025-05-12,131.0,7.941640776795811,0.91,,31.101123801725752,5.1513671875,22.864153438190936,True
2025-05-13,132.0,8.077153894235195,0.9075,,29.34385834522726,5.1513671875,25.89474066684742,True
2025-05-14,133.0,8.222082468013275,0.905,,31.15395398747047,5.126953125,28.785696717602715,True
2025-05-15,134.0,8.384509288632843,0.9025,,24.42335058954911,5.126953125,29.036838928436804,True
2025-05-16,135.0,8.555565487698315,0.9,,30.734692915536396,5.126953125,30.81951270944861,True
2025-05-17,136.0,8.72852560691061,0.8975,,30.76403057096403,5.126953125,32.08968317545121,True
2025-05-18,137.0,8.903901136050429,0.895,,31.88434624537732,5.1025390625,33.257341154526046,True
2025-05-19,138.0,9.07993553042939,0.8925,8.61929437614373,28.653203720991733,5.1025390625,14.203625336692877,True
2025-05-20,139.0,9.251984545766192,0.89,,33.619649048703664,5.1025390625,14.77082003385731,True
2025-05-21,140.0,9.424721035254157,0.8875,,29.172437161597987,5.078125,15.909362266571707,True
2025-05-22,141.0,9.587155660284186,0.885,,32.14094003524664,5.078125,18.489472408011952,True
2025-05-23,142.0,9.742555245074994,0.8825,,32.84291769960434,5.078125,21.803563326482365,True
2025-05-24,143.0,9.886354252389069,0.88,,32.849836766050956,5.0537109375,25.140300283397902,True
2025-05-25,144.0,10.01940326104531,0.8775,9.320073141991195,33.04749337909467,5.0537109375,13.794732437052234,True
2025-05-26,145.0,10.138697182779044,0.875,,34.13435292736014,5.0537109375,14.949100415420858,True
2025-05-27,146.0,10.25114999659306,0.8725,,32.42126517300877,5.0537109375,17.004430052774097,True
2025-05-28,147.0,10.34687300722908,0.87,,29.572166056385264,5.029296875,19.383467682568014,True
2025-05-29,148.0,10.431840773770743,0.8674999999999999,,33.77586480171166,5.029296875,23.02212753506507,True
2025-05-30,149.0,10.501294276964149,0.865,,38.09899407779373,5.029296875,27.66557444837119,True
2025-05-31,150.0,10.55634344665298,0.8625,9.935694139712346,34.602678111067256,5.0048828125,14.931614255310643,True
2025-06-01,151.0,10.600384507275889,0.86,,38.196908888449734,5.0048828125,16.598209457958657,True
2025-06-02,152.0,10.633062999811795,0.8574999999999999,,33.9158250480752,5.0048828125,18.882932234035685,True
2025-06-03,153.0,10.657640567273202,0.855,,34.435374313456826,5.0048828125,22.048023926897486,True
2025-06-04,154.0,10.673391091782886,0.8525,,30.225475365013097,4.98046875,24.574252817973026,True
2025-06-05,155.0,10.683159097161422,0.85,,34.80695867279813,4.98046875,28.058808826561343,True
2025-06-06,156.0,10.686069074257496,0.8475,,35.144079778757245,4.98046875,31.147361989808818,True
2025-06-07,157.0,10.68808690404434,0.845,,33.62378841939055,4.9560546875,33.17263137042091,True
2025-06-08,158.0,10.695821227391278,0.8425,,33.837002404489965,4.9560546875,34.7010075673134,True
2025-06-09,159.0,10.69988705418206,0.84,,40.07907470899177,4.9560546875,37.55215843030005,True
2025-06-10,160.0,10.70703257623804,0.8375,,38.1262605108412,4.931640625,39.12537462617926,True
2025-06-11,161.0,10.72354458918798,0.835,,37.82889934459863,4.931640625,40.11150307407695,True
2025-06-12,162.0,10.750581181125176,0.8325,10.887366723549757,31.82790328567385,4.931640625,17.296472127098777,True
2025-06-13,163.0,10.780499093347336,0.83,,33.57764508286938,4.931640625,17.135660764003607,True
2025-06-14,164.0,10.82477225518663,0.8275,,36.279370873970926,4.9072265625,18.512511963279238,True
2025-06-15,165.0,10.88080577524129,0.825,,35.618733723107795,4.9072265625,20.97041106847052,True
2025-06-16,166.0,10.948081982138863,0.8225,,40.94118153133011,4.9072265625,25.331219018740455,True
2025-06-17,167.0,11.03621671339882,0.8200000000000001,,36.426527424291436,4.8828125,28.644832696935936,True
2025-06-18,168.0,11.138037538900496,0.8175,10.589955307466035,39.12012461315036,4.8828125,15.75601156172436,True
2025-06-19,169.0,11.255938791488136,0.815,,37.880108747561025,4.8828125,16.81987641727107,True
2025-06-20,170.0,11.3877632874871,0.8125,,38.65352711891619,4.8583984375,19.28335168226143,True
2025-06-21,171.0,11.538131976079619,0.81,,36.811516520047526,4.8583984375,22.503275615991054,True
2025-06-22,172.0,11.701212545365193,0.8075,,39.29421894360313,4.8583984375,26.74468127303768,True
2025-06-23,173.0,11.879506315433154,0.8049999999999999,,36.01636189146285,4.833984375,30.04236645854059,True
